Author,Genre,Pages,Score,Title,Year
William R. Forstchen,"Fiction,Apocalyptic,Post Apocalyptic,Science Fiction,Science Fiction,Apocalyptic,Science Fiction,Dystopia",352,3.93,One Second After,2009
Ally Carter,"Young Adult,Mystery,Contemporary,Romance",328,4.28,Perfect Scoundrels,2013
William Kent Krueger,"Mystery,Fiction,Thriller,Mystery Thriller,Mystery,Crime",280,4.18,Thunder Bay,2007
Barbara Natterson-Horowitz,"Nonfiction,Science,Animals,Health,Health,Medicine,Environment,Nature",416,4.08,Zoobiquity: The Astonishing Connection Between Human and Animal Health,2013
Ellen Hopkins,"Young Adult,Poetry,Fiction,Contemporary",627,4.29,Tricks,2009
Laurann Dohner,"Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Adult Fiction,Erotica",209,4.22,Slade,2011
Sylvia Day,"Romance,Adult Fiction,Erotica,Contemporary,Romance,Contemporary Romance,Adult",356,4.19,Entwined with You,2013
Tom Reynolds,"Nonfiction,Medical,Biography,Autobiography,Memoir,Humor",288,3.83,Blood Sweat and Tea,2006
Anna Godbersen,"Historical,Historical Fiction,Young Adult,Romance,Historical",423,3.85,Rumors,2008
Amy Butler Greenfield,"Fantasy,Young Adult,Historical,Historical Fiction,Fantasy,Magic,Romance,Fantasy,Paranormal,Historical",324,3.77,Chantress,2013
Jet Mykles,"Romance,M M Romance,Adult Fiction,Erotica,Romance,LGBT",310,4.25,Heaven Sent,2007
Jordan Castillo Price,"Romance,M M Romance,Fantasy,Paranormal,Mystery,Romance,Fantasy,Urban Fantasy",379,4.37,GhosTV,2011
Jeffrey Archer,"Nonfiction,Biography,Autobiography,Memoir,Biography,Autobiography",272,3.69,Hell,2003
Bryan Mooney,"Romance,Fiction,Contemporary",214,3.81,Love Letters,2011
Steve Tsang,"History,Cultural,China,Nonfiction,Politics,Travel",352,3.66,A Modern History of Hong Kong,2007
John Hart,"Mystery,Fiction,Thriller,Thriller,Mystery Thriller,Mystery,Crime",400,3.89,The King of Lies,2007
C.C. Hunter,"Young Adult,Fantasy,Paranormal,Fantasy,Paranormal,Vampires,Romance,Shapeshifters,Werewolves",380,4.32,Taken at Dusk,2012
Cathy Cassidy,"Childrens,Contemporary,Childrens,Middle Grade",272,4.04,Scarlett,2006
Pamela M. Johnson,Fiction,296,3.83,From a Hard Rock to a Gem: A Memoir of a Lost Soul,2003
James  Thompson,"Mystery,Fiction,Mystery,Crime,Thriller,Scandinavian Lite...,Nordic Noir",336,3.82,Lucifer's Tears,2011
Stacia Kane,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Fantasy,Paranormal,Ghosts,Fantasy,Magic,Adult",339,3.63,Unholy Ghosts,2010
Rachel Hawthorne,"Young Adult,Shapeshifters,Werewolves,Fantasy,Paranormal,Fantasy,Romance",263,3.94,Full Moon,2009
Ann Vanderhoof,"Travel,Nonfiction,Autobiography,Memoir,Food and Drink,Food",320,3.92,An Embarrassment of Mangoes: A Caribbean Interlude,2005
Huw Davies,"Humor,Sequential Art,Comics",96,4.44,Bunny: The Book of Random,2006
Joshilyn Jackson,"Fiction,Womens Fiction,Chick Lit,American,Southern",295,3.87,"Between, Georgia",2007
Paul Farmer,"Nonfiction,Anthropology,Health,Medicine,Politics,Social Movements,Social Justice",438,4.25,"Pathologies of Power: Health, Human Rights and the New War on the Poor",2004
Jack Whyte,"Historical,Historical Fiction,Fiction,Historical,Fantasy",576,3.78,Knights of the Black and White,2006
Marek Halter,"Historical,Historical Fiction,Fiction,Biblical Fiction,Historical,Religion,Christian Fiction",336,3.74,Sarah,2005
Ma Jian,"Cultural,China,Fiction,Short Stories,Literature,Asian Literature,Cultural,Asia,Asian Literature,Chinese Literature",192,3.42,The Noodle Maker,2006
Immaculée Ilibagiza,"Nonfiction,Autobiography,Memoir,Biography,Cultural,Africa,History",214,4.44,Left to Tell: Discovering God Amidst the Rwandan Holocaust,2007
Ayelet Waldman,"Fiction,Contemporary",343,3.52,Red Hook Road,2010
Laurie Fabiano,"Historical,Historical Fiction,Fiction,Cultural,Italy,Historical",410,3.92,Elizabeth Street,2009
Erica Spindler,"Mystery,Thriller,Suspense,Fiction,Thriller,Mystery Thriller",341,4.01,Watch Me Die,2011
John Sandford,"Mystery,Fiction,Thriller,Mystery,Crime",408,4.17,Storm Prey,2011
Rachel Haimowitz,"Fantasy,Romance,M M Romance,Romance,LGBT,Fantasy,Magic",414,3.76,Counterpoint,2011
Jeff Smith,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Fiction",1344,4.43,Bone: The Complete Edition,2010
Jane Green,"Womens Fiction,Chick Lit,Fiction,Romance,Audiobook,Contemporary,Womens Fiction,Adult,Adult Fiction,Drama,Novels",342,3.83,Promises to Keep,2010
Rachel Roberts,"Fantasy,Childrens,Middle Grade,Fiction",176,4.09,Spellsinger,2003
Jacob Weisberg,"Politics,Nonfiction,Biography,History,Politics,Presidents,Audiobook",271,3.75,The Bush Tragedy,2008
Michael Robotham,"Mystery,Thriller,Mystery,Crime,Fiction,Thriller,Mystery Thriller",384,3.89,Suspect,2005
David Gemmell,"Fantasy,Fiction,Fantasy,Epic Fantasy,Fantasy,Heroic Fantasy",489,4.21,Stormrider,2003
Ellen C. Maze,"Horror,Paranormal,Vampires,Fiction,Fantasy,Fantasy,Paranormal,Fantasy,Urban Fantasy",354,4.12,Rabbit: Chasing Beth Rider,2009
Gary Chapman,"Nonfiction,Self Help,Christian,Psychology,Marriage,Relationships",240,4.06,Anger: Handling a Powerful Emotion in a Healthy Way,2007
Jennifer Burns,"Biography,History,Politics,Nonfiction,Philosophy,Economics",384,3.83,Goddess of the Market: Ayn Rand and the American Right,2009
Michael Wood,"History,Biography,Nonfiction",352,4.15,Shakespeare,2004
James Mann,"Politics,Nonfiction,History,War,Biography,North American Hi...,American History",464,3.9,Rise of the Vulcans: The History of Bush's War Cabinet,2004
Angelina Snodgrass Godoy,"Female Authors,Politics,Law",256,4,"Popular Injustice: Violence, Community, and Law in Latin America",2006
Bridgett M. Davis,"Cultural,African American,Fiction",320,3.81,Shifting Through Neutral,2004
Meredith Efken,"Holiday,Christmas,Womens Fiction,Chick Lit,Fiction,Christian,Christian Fiction",390,3.66,@home for the Holidays,2006
Lisa Patton,"Fiction,Contemporary,Womens Fiction,Chick Lit",416,3.91,Rush,2018
Elinor Florence,"Historical,Historical Fiction,Fiction,Cultural,Canada,War,War,World War II,Historical",385,4.36,Bird's Eye View,2014
Philip Pullman,"Fantasy,Young Adult,Fiction,Short Stories",104,3.84,Once Upon a Time in the North,2008
Joshua Whitehead,"Fiction,LGBT,GLBT,Queer,Cultural,Canada",224,4.19,Jonny Appleseed,2018
Terry Pratchett,"Fantasy,Fiction,Young Adult,Humor",336,4.36,The Shepherd's Crown,2016
Karl Ove Knausgård,Fiction,435,4.08,Min kamp 1,2009
Philippa Gregory,"Historical,Historical Fiction,Fiction,Historical",556,3.77,"Three Sisters, Three Queens",2016
Bill Watterson,"Sequential Art,Comics,Fiction,Humor",143,4.7,"The Complete Calvin & Hobbes, Volume 3",2012
Frank Trentmann,"History,Nonfiction,Economics,Sociology,Politics",848,3.78,"Empire of Things: How We Became a World of Consumers, from the Fifteenth Century to the Twenty-First",2016
Scott McElhaney,"Science Fiction,Fantasy",103,3.93,Convergence,2012
Byron Goines,,23,5,The Tithe Debate,2012
Patricia De Martelaere,"Fiction,European Literature,Dutch Literature",286,3.19,Het onverwachte antwoord,2005
Rachel Naomi Remen,"Nonfiction,Spirituality,Autobiography,Memoir",400,4.37,"My Grandfather's Blessings : Stories of Strength, Refuge, and Belonging",2001
Bertrand M. Patenaude,"History,Biography,Nonfiction,Politics,Russian History,Russian Revolution,Cultural,Russia",386,3.87,Trotsky: Downfall Of A Revolutionary,2010
Christian Wiman,"Poetry,Autobiography,Memoir,Nonfiction,Spirituality,Religion,Religion,Theology",182,4.19,My Bright Abyss: Meditation of a Modern Believer,2013
Pam Jenoff,"Historical,Historical Fiction,Fiction,War,World War II,Historical,Romance,World War II,Holocaust,War",395,3.98,The Kommandant's Girl,2007
Steve Martin,"Fiction,Art,Contemporary,Novels",304,3.68,An Object of Beauty,2010
Tana French,"Mystery,Fiction,Mystery,Crime,Thriller,Mystery Thriller,Cultural,Ireland",400,3.98,Faithful Place,2010
Shannon Stacey,"Romance,Romance,Contemporary Romance,Contemporary,Womens Fiction,Chick Lit,Adult,Fiction,Family,Humor,Audiobook,Adult Fiction",322,3.83,Exclusively Yours,2010
Robert D. Lesslie,"Nonfiction,Medical,Health,Medicine,Paranormal,Angels",272,4.28,Angels on Call: Inspiring True Stories from the ER,2010
John M. Barry,"History,Nonfiction,Science,Health,Medicine,Medical,Health,Historical,North American Hi...,American History,Illness,Disease,Audiobook",546,3.97,The Great Influenza: The Story of the Deadliest Pandemic in History,2005
Daisaku Ikeda,"Religion,Buddhism,Spirituality,Self Help,Philosophy,Nonfiction",393,4.59,Buddhism Day by Day: Wisdom for Modern Life,2006
Toni Morrison,"Fiction,Historical,Historical Fiction,Cultural,African American,War,Literary Fiction,Literature",147,3.76,Home,2012
Edward L. Posey,"War,Military Fiction,History",232,3.88,"Us Army's First, Last, and Only All-Black Rangers: The 2nd Ranger Infantry Company (Airborne) in the Korean War, 1950-1951",2009
Noire,"Adult Fiction,Erotica,Urban,Cultural,African American,Fiction",320,4.44,G-Spot: An urban erotic tale by,2005
Jess Haines,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Paranormal,Shapeshifters,Fantasy,Shapeshifters,Werewolves",351,3.85,Deceived by the Others,2011
Roderick Gordon,"Fantasy,Young Adult,Adventure,Fiction,Science Fiction",608,4.06,Freefall,2010
Jeaniene Frost,"Paranormal,Vampires,Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Fantasy,Urban Fantasy,Fantasy",371,4.15,First Drop of Crimson,2010
Suzanne Bugler,Young Adult,279,3.23,Meet Me At The Boathouse,2007
J.L. Langley,"Romance,M M Romance,Science Fiction,Romance,Erotica,BDSM",316,3.93,My Fair Captain,2008
John Barlow,"Fiction,Historical,Historical Fiction,Short Stories",272,3.19,Eating Mammals: Three Novellas,2004
Rachel Roberts,"Fantasy,Childrens,Middle Grade",268,4.41,Dark Mage,2009
Vicki Pettersson,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Fantasy,Fiction",455,3.51,The Scent of Shadows,2007
Tom Farley Jr.,"Biography,Nonfiction,Humor,Comedy,Biography Memoir,Humor",348,4.23,The Chris Farley Show: A Biography in Three Acts,2008
Dan Rhodes,"Fiction,Horror,Fantasy,Gothic,Humor,Mystery,Contemporary,Cultural,Germany,Novels,Dark",314,3.78,Little Hands Clapping,2011
George A. Walker,"Sequential Art,Graphic Novels,Sequential Art,Comics,Art,Fiction,Historical",423,4.04,Graphic Witness: Four Wordless Graphic Novels,2007
Jay Feldman,"History,Nonfiction,North American Hi...,American History,Science",307,3.74,"When the Mississippi Ran Backwards: Empire, Intrigue, Murder, and the New Madrid Earthquakes",2005
Bill Maher,"Humor,Politics,Nonfiction,History,War,War,Terrorism",132,3.52,When You Ride Alone You Ride With Bin Laden: What the Government Should Be Telling Us to Help Fight the War on Terrorism,2005
Greg Sestero,"Nonfiction,Autobiography,Memoir,Biography,Culture,Film,Humor",270,4.35,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",2013
Lucian Bane,"Dark,Adult Fiction,Erotica,Thriller,Suspense",308,4.37,Reginald Bones,2016
Guy Kennaway,"Fiction,Mystery,Crime,Mystery,Novels",291,3.84,Bird Brain,2011
David Malouf,"Fiction,Historical,Historical Fiction,Fantasy,Mythology,Fantasy,Historical,Cultural,Australia",224,3.8,Ransom,2010
Derek Landy,"Fantasy,Young Adult,Fantasy,Urban Fantasy",608,4.44,Bedlam,2019
Glenn Haybittle,"Historical,Historical Fiction,Cultural,Italy,War,World War II,War,World War II,Holocaust",492,4.2,The Way Back to Florence,2015
Laila Ibrahim,"Historical,Historical Fiction,Fiction,Historical",253,4.29,Yellow Crocus,2014
Jude Deveraux,"Romance,Fiction,Fantasy,Paranormal,Romance,Contemporary Romance",454,3.75,Wild Orchids,2004
S. Terrell French,"Realistic Fiction,Childrens,Middle Grade,Young Adult,Fiction,Childrens",353,4.08,Operation Redwood,2009
B.J. Novak,"Short Stories,Fiction,Humor,Audiobook,Humor,Comedy",288,3.68,One More Thing: Stories and Other Stories,2014
Stuart  Scott,"Nonfiction,Sports,Sports,Autobiography,Memoir,Biography",320,4.38,Every Day I Fight,2015
Robert   Zimmermann,"Poetry,Science Fiction,Time Travel,Romance,Relationships,Love,LGBT",10,3.78,I Would,2013
David Almond,"Fantasy,Sequential Art,Graphic Novels,Childrens,Picture Books,Childrens,Fiction,Childrens,Middle Grade,Fantasy,Mythology,Animals,Childrens,Juvenile,Young Adult",80,3.63,Mouse Bird Snake Wolf,2013
Richard Wagamese,"Fiction,Cultural,Canada,Historical,Historical Fiction",221,4.4,Indian Horse,2012
Curt Stager,"Science,Nonfiction,Futurism,Environment",304,3.76,"Deep Future: The Next 100,000 Years of Life on Earth",2011
Leila Sales,"Young Adult,Contemporary,Music,Romance,Realistic Fiction",276,3.92,This Song Will Save Your Life,2013
Ian  Hamilton,"Mystery,Fiction,Thriller,Cultural,Canada,Mystery,Crime,Thriller,Mystery Thriller",412,3.78,The Water Rat of Wanchai,2011
Nona Fernández,"Fiction,Historical,Historical Fiction,Literary Fiction",88,3.97,Space Invaders,2013
Dougie Brimson,"Soccer,Football",288,4.55,Rebellion: The Inside Story of Football's Protest Movement,2006
Nic Pizzolatto,"Short Stories,Fiction,Mystery,Crime,Mystery,Literature",275,3.72,Between Here and the Yellow Sea,2014
S.J. Kincaid,"Science Fiction,Young Adult,Fantasy",403,4.06,The Diabolic,2016
Janet E. Morris,"Fantasy,Short Stories,Literary Fiction,Horror,Fantasy,Dark Fantasy,Anthologies",410,4.82,Poets in Hell,2014
Harry  Parker,"Fiction,War,Literary Fiction,War,Military Fiction",320,4.07,Anatomy of a Soldier,2016
Mary Whitney,"Romance,New Adult,Romance,Contemporary Romance,Contemporary",202,4.03,Disclosure of the Heart,2013
Kamel Daoud,"Fiction,Cultural,Africa,Cultural,France,Northern Africa,Algeria,Literature,Novels",143,3.49,The Meursault Investigation,2015
Andrew  Smith,"Young Adult,Contemporary,Realistic Fiction,Humor,Sports,Sports,LGBT,School Stories,Boarding School,Fiction,Young Adult,Coming Of Age,Young Adult,Teen",448,4.25,Stand-Off,2015
Tim Gautreaux,"Fiction,Historical,Historical Fiction,American,Southern,Literary Fiction",384,3.93,The Clearing,2004
Christopher Scotton,"Fiction,Historical,Historical Fiction,Young Adult,Coming Of Age,Contemporary,Young Adult",466,4.09,The Secret Wisdom of the Earth,2015
Magdalena Hai,"Science Fiction,Steampunk,Young Adult,Fantasy,Science Fiction",448,4.03,Susikuningatar,2014
Wendell Steavenson,"Nonfiction,Travel,Autobiography,Memoir,Short Stories",288,3.82,Stories I Stole,2004
Jack Kilborn,"Horror,Thriller,Mystery,Short Stories,Fiction",87,3.97,Truck Stop,2009
Janusz Leon Wiśniewski,"Fiction,Romance,European Literature,Polish Literature,Contemporary,Novels",317,3.61,S@motność w Sieci,2002
Heather Demetrios,"Young Adult,Contemporary,Romance,Realistic Fiction",416,3.93,Something Real,2014
Brian K. Vaughan,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Science Fiction",504,4.68,Saga: Book One,2014
V.S. Naipaul,"Fiction,Cultural,India,Contemporary,Novels",280,3.13,Magic Seeds,2005
Philip Roth,"Fiction,Novels,Literature,Literature,American,Contemporary",292,3.49,Exit Ghost,2007
Carrie Ann Ryan,"Fantasy,Paranormal,Holiday,Romance,Contemporary",280,4.1,Santa's Executive,2012
Leonard Susskind,"Science,Science,Physics,Nonfiction,Physics,Quantum Mechanics,Science,Mathematics",364,4.33,Quantum Mechanics: The Theoretical Minimum,2014
Jasper Fforde,"Fantasy,Fiction,Mystery,Humor,Science Fiction,Writing,Books About Books",384,4.06,The Woman Who Died a Lot,2012
Andreas Embirikos,"Literature,21st Century",249,4.29,"Τα χαϊμαλιά του έρωτα και των αρμάτων: Αργώ ή πλους αεροστάτου, Ζεμφύρα ή το μυστικόν της Πασιφάης, Βεατρίκη ή ο έρωτας του Buffalo Bill",2012
Colin Thubron,"Travel,Nonfiction,History,Cultural,China,Cultural,Asia",384,3.76,Shadow of the Silk Road,2007
Frank Close,"Science,Science,Physics,Nonfiction,Science,Popular Science,Science,Astronomy",181,4.05,Neutrino,2010
Ian  Hamilton,"Mystery,Fiction,Thriller,Cultural,Canada",400,3.93,The Couturier of Milan,2017
Daniel Galera,"Fiction,Cultural,Brazil,Contemporary",424,4.09,Barba Ensopada de Sangue,2012
Jorge Franco,"Fiction,Cultural,Latin American,European Literature,Spanish Literature,Novels",240,3.71,Paradise Travel,2006
Paullina Simons,"Historical,Historical Fiction,Romance,Historical,Romance,Historical Romance,Fiction",578,4.29,The Bridge to Holy Cross,2012
George Monbiot,"Nonfiction,Environment,Nature,Science,Environment,Biology,Ecology",256,4.18,"Feral: Rewilding the Land, the Sea and Human Life",2013
Julia Serano,"Feminism,Nonfiction,GLBT,Queer,LGBT,Gender,LGBT,Transgender",336,3.9,Excluded: Making Feminist and Queer Movements More Inclusive,2013
John    Dolan,"Nonfiction,Animals,Animals,Dogs,Autobiography,Memoir",320,4.06,John & George: The Dog Who Saved My Life,2015
Matt Ruff,"Fantasy,Mystery,Psychology,Fiction,Novels,Contemporary,Mental Health,Mental Illness,Literary Fiction,Adult Fiction,Health,Mental Health",715,4.29,Ich und die anderen,2006
Charles Eisenstein,"Economics,Nonfiction,Philosophy,History,Business,Politics,Spirituality,Currency,Money,Economics,Finance,Biology,Ecology",496,4.26,"Sacred Economics: Money, Gift, and Society in the Age of Transition",2011
Joe Rigney,"Religion,Theology,Christian,Nonfiction,Christian,Christian Living,Religion,Christianity,Religion,Faith",271,4.47,The Things of Earth: Treasuring God by Enjoying His Gifts,2014
Dean Koontz,"Horror,Fiction,Thriller",460,3.86,By the Light of the Moon,2007
Brian Jacques,"Fantasy,Fiction,Young Adult,Animals,Adventure",336,4.12,High Rhulain,2007
Natalie Lloyd,"Fantasy,Childrens,Middle Grade,Magical Realism,Fantasy,Magic,Childrens,Fiction,Family",336,4.08,A Snicker of Magic (Scholastic Gold),2015
Elena Ferrante,"Fiction,Cultural,Italy,European Literature,Italian Literature,Contemporary",140,3.83,The Lost Daughter,2008
Simon Sebag Montefiore,"Historical,Historical Fiction,Fiction,Cultural,Russia,Historical",467,3.93,One Night in Winter,2014
Jonathan Strahan,"Short Stories,Fantasy,Urban Fantasy,Anthologies,Fantasy,Young Adult,Fantasy,Magic,Paranormal,Witches",432,3.9,Under My Hat: Tales from the Cauldron,2013
Tara Conklin,"Historical,Historical Fiction,Fiction,Historical,Audiobook",370,3.76,The House Girl,2013
Lisa Smedman,"Dungeons and Dragons,Forgotten Realms,Fantasy,Role Playing Games,Dungeons and Dragons,Young Adult",768,4.22,The Lady Penitent,2011
Melissa de la Cruz,"Fantasy,Young Adult,Childrens,Middle Grade,Retellings,Fantasy,Fairy Tales,Fiction,Childrens,Fantasy,Magic,Adventure,Young Adult,Young Adult Fantasy",320,3.85,The Isle of the Lost,2015
Stephen King,"Horror,Short Stories,Fiction,Fantasy",495,3.92,The Bazaar of Bad Dreams,2015
Boris Akunin,"Fiction,Mystery,Detective,Historical,Historical Fiction,Literature,Russian Literature,Mystery,Cultural,Japan",149,4.52,Алмазная колесница . Том 1,2003
Burl Barer,"Crime,True Crime,Nonfiction",260,3.69,Man Overboard: The Counterfeit Resurrection of Phil Champagne,2014
